(462, 2.927678534282554)
(554, 2.927678534282554)
(1127, 2.927678534282554)
(1212, 2.927678534282554)
(1125, 2.9570902989884362)
(1186, 2.9570902989884362)
(78, 2.9570902989884367)
(372, 2.9570902989884367)
(375, 2.9570902989884367)
(377, 2.9570902989884367)
(420, 2.9570902989884367)
(448, 2.9570902989884367)
(490, 2.9570902989884367)
(532, 2.9570902989884367)
(551, 2.9570902989884367)
(553, 2.9570902989884367)
(556, 2.9570902989884367)
(559, 2.9570902989884367)
(561, 2.9570902989884367)
(575, 2.9570902989884367)
(1114, 2.9570902989884367)
(1153, 2.9570902989884367)
(1192, 2.9570902989884367)
(1211, 2.9570902989884367)
(1214, 2.9570902989884367)
(1217, 2.9570902989884367)
(1219, 2.9570902989884367)
(1232, 2.9570902989884367)
(366, 2.986502063694319)
(370, 2.986502063694319)
(376, 2.986502063694319)
(460, 2.986502063694319)
(526, 2.986502063694319)
(1112, 2.986502063694319)
(1185, 2.986502063694319)
(1193, 2.986502063694319)
(1230, 2.986502063694319)
(380, 3.015913828400201)
(413, 3.015913828400201)
(418, 3.015913828400201)
(446, 3.015913828400201)
(453, 3.015913828400201)
(523, 3.015913828400201)
(525, 3.015913828400201)
(533, 3.015913828400201)
(573, 3.015913828400201)
(1107, 3.015913828400201)
(1120, 3.015913828400201)
(1122, 3.015913828400201)
(1128, 3.015913828400201)
(1147, 3.015913828400201)
(1151, 3.015913828400201)
(1188, 3.015913828400201)
(1225, 3.015913828400201)
(379, 3.0159138284002016)
(80, 3.0453255931060834)
(86, 3.0453255931060834)
(353, 3.0453255931060834)
(399, 3.0453255931060834)
(412, 3.0453255931060834)
(439, 3.0453255931060834)
(452, 3.0453255931060834)
(488, 3.0453255931060834)
(528, 3.0453255931060834)
(940, 3.0453255931060834)
(965, 3.0453255931060834)
(1109, 3.0453255931060834)
(1115, 3.0453255931060834)
(1146, 3.0453255931060834)
(1224, 3.0453255931060834)
(407, 3.045325593106084)
(564, 3.045325593106084)
(946, 3.045325593106084)
(972, 3.045325593106084)
(1043, 3.045325593106084)
(1045, 3.045325593106084)
(357, 3.0747373578119657)
(373, 3.0747373578119657)
(401, 3.0747373578119657)
(421, 3.0747373578119657)
(422, 3.0747373578119657)
(441, 3.0747373578119657)
(450, 3.0747373578119657)
(455, 3.0747373578119657)
(463, 3.0747373578119657)
(464, 3.0747373578119657)
(480, 3.0747373578119657)
(492, 3.0747373578119657)
(534, 3.0747373578119657)
(562, 3.0747373578119657)
(565, 3.0747373578119657)
(568, 3.0747373578119657)
(576, 3.0747373578119657)
(579, 3.0747373578119657)
(581, 3.0747373578119657)
(582, 3.0747373578119657)
(584, 3.0747373578119657)
(587, 3.0747373578119657)
(589, 3.0747373578119657)
(590, 3.0747373578119657)
******************
(601, 4.221796181341378)
(602, 4.221796181341378)
(603, 4.221796181341378)
(604, 4.221796181341378)
(605, 4.221796181341378)
(606, 4.221796181341378)
(607, 4.221796181341378)
(608, 4.221796181341378)
(609, 4.221796181341378)
(610, 4.221796181341378)
(611, 4.221796181341378)
(612, 4.221796181341378)
(613, 4.221796181341378)
(614, 4.221796181341378)
(615, 4.221796181341378)
(616, 4.221796181341378)
(617, 4.221796181341378)
(618, 4.221796181341378)
(619, 4.221796181341378)
(620, 4.221796181341378)
(621, 4.221796181341378)
(622, 4.221796181341378)
(623, 4.221796181341378)
(624, 4.221796181341378)
(625, 4.221796181341378)
(626, 4.221796181341378)
(627, 4.221796181341378)
(628, 4.221796181341378)
(629, 4.221796181341378)
(630, 4.221796181341378)
(631, 4.221796181341378)
(632, 4.221796181341378)
(633, 4.221796181341378)
(634, 4.221796181341378)
(635, 4.221796181341378)
(636, 4.221796181341378)
(637, 4.221796181341378)
(638, 4.221796181341378)
(639, 4.221796181341378)
(640, 4.221796181341378)
(641, 4.221796181341378)
(642, 4.221796181341378)
(643, 4.221796181341378)
(644, 4.221796181341378)
(645, 4.221796181341378)
(646, 4.221796181341378)
(647, 4.221796181341378)
(648, 4.221796181341378)
(649, 4.221796181341378)
(650, 4.221796181341378)
(651, 4.221796181341378)
(652, 4.221796181341378)
(653, 4.221796181341378)
(654, 4.221796181341378)
(655, 4.221796181341378)
(656, 4.221796181341378)
(657, 4.221796181341378)
(658, 4.221796181341378)
(659, 4.221796181341378)
(660, 4.221796181341378)
(661, 4.221796181341378)
(662, 4.221796181341378)
(663, 4.221796181341378)
(664, 4.221796181341378)
(665, 4.221796181341378)
(666, 4.221796181341378)
(667, 4.221796181341378)
(668, 4.221796181341378)
(669, 4.221796181341378)
(670, 4.221796181341378)
(671, 4.221796181341378)
(672, 4.221796181341378)
(673, 4.221796181341378)
(674, 4.221796181341378)
(675, 4.221796181341378)
(676, 4.221796181341378)
(677, 4.221796181341378)
(678, 4.221796181341378)
(679, 4.221796181341378)
(680, 4.221796181341378)
(681, 4.221796181341378)
(682, 4.221796181341378)
(683, 4.221796181341378)
(684, 4.221796181341378)
(685, 4.221796181341378)
(686, 4.221796181341378)
(687, 4.221796181341378)
(688, 4.221796181341378)
(689, 4.221796181341378)
(690, 4.221796181341378)
(691, 4.221796181341378)
(692, 4.221796181341378)
(693, 4.221796181341378)
(694, 4.221796181341378)
(695, 4.221796181341378)
(696, 4.221796181341378)
(697, 4.221796181341378)
(698, 4.221796181341378)
(699, 4.221796181341378)
(700, 4.221796181341378)
